Geneid	NORMAL_1	RESISTANT_1
2202	1369	45
104355290	0	2
406999	0	0
406998	0	2
100126319	0	0
100129434	19	0
114800	19	0
7444	166	354
55120	110	1240
400955	0	0
101927285	0	0
100616473	0	0
53335	104	92
64895	284	564
400957	0	0
5966	993	1435
150962	155	162
5194	504	663
84542	109	248
339803	80	0
339804	72	32
130872	599	463
9736	1699	6911
100124537	0	1
7514	2214	2270
84140	50	195
10575	1360	765
150684	149	187
10678	466	108
100847087	0	0
200728	26	6
23301	403	586
100132215	3	0
5013	4	0
100169989	0	0
51057	72	173
4190	1117	648
7360	1178	744
51542	556	869
57162	620	549
150992	0	0
100507006	17	0
102465833	0	0
100616265	0	0
29094	106	50
101927402	35	0
54812	926	774
100616419	0	0
339807	0	0
9792	537	161
101927438	0	0
400958	0	0
6509	251	58
23177	436	186
5861	1512	1024
10097	4969	2689
200734	517	269
102724258	0	0
100616464	0	0
729348	3	0
730198	3	0
4211	367	433
100873998	0	0
100507073	2	0
101927577	0	0
101060019	1	0
102724321	0	0
102800447	0	0
644838	0	0
101927661	0	0
54465	220	529
101927701	0	0
10438	187	111
116143	162	132
56902	267	66
5534	852	419
25927	129	12
5341	1123	55
554251	34	22
200558	48	184
10887	0	0
9938	405	117
27302	0	2
200504	0	0
56287	4	0
84168	2824	1088
100423030	0	0
2673	931	1238
27247	166	337
22848	705	1227
100124535	0	0
307	1469	377
64395	517	384
11017	262	264
4084	601	163
151516	6	0
400960	25	12
5093	2121	604
100133985	0	0
54980	123	72
7072	1762	1344
100189231	0	0
100302268	0	0
51449	1800	208
6637	185	443
84908	417	34
7039	282	15
100874273	0	0
119	16	0
344018	0	4
165530	2	10
50489	21	4
104355141	0	0
25806	2	2
525	2	148
101927750	0	0
79998	7	18
113419	705	274
79315	15	16
55577	447	493
84693	95	127
10199	453	717
400961	138	25
27332	1215	4209
8291	281	222
56603	41	6
23233	524	1266
6697	104	22
2016	2	0
94097	169	54
26056	269	64
344022	0	0
10322	187	150
84279	106	27
10574	1500	497
150726	180	40
1961	0	0
7840	371	4035
100874291	2	0
9027	2	16
200420	2	32
51471	3	15
51002	185	128
8446	356	468
388960	0	0
10617	505	402
72	2237	46
1716	188	478
100874048	3	3
200424	522	761
388962	40	180
100507171	16	0
55233	1878	650
10797	408	52
57835	64	189
1639	1254	1953
100189589	2	0
105369169	5	0
388963	24	18
84058	89	42
6242	75	59
100532735	0	0
83444	7	0
23559	29	7
7841	700	560
116540	119	38
84865	99	81
64427	277	179
85474	2	2
151534	33	0
84759	96	164
3196	2	1
165545	65	46
550	784	514
27429	128	101
84695	70	24
1796	96	32
130951	19	4
10505	50	25
3099	943	1512
102724515	5	0
56655	118	38
6869	65	18
100846995	0	0
84141	17	2
101927884	0	0
9801	605	261
6936	234	401
80059	2	4
101927907	0	0
101927967	0	0
101927926	0	0
100170221	0	0
101927948	0	0
130120	0	0
5968	0	0
5967	2	0
5969	0	0
5068	0	0
101927987	0	0
1496	0	0
100422888	0	0
102465877	0	0
347730	4	0
100507201	0	0
1720	0	0
101928031	0	0
388965	1	9
8802	539	469
1768	12	135
129293	38	2
9168	2689	1997
56888	608	476
83439	66	45
102724579	0	0
10618	3838	2214
54884	570	145
84173	202	205
822	644	255
284948	1	0
100630918	3	0
4144	1777	1133
2677	555	386
8673	689	488
10791	286	120
51255	279	103
129303	160	40
10713	373	392
388969	251	78
6439	0	0
10578	51	9
84913	164	61
102466516	0	0
284950	0	0
8869	1055	795
101928113	12	0
90784	103	2
25885	362	709
55037	676	1243
692225	0	74
10989	865	900
100616159	0	0
51318	435	91
65055	34	2
55818	677	1231
51652	15	11
100526767	0	0
7844	462	598
64795	679	372
925	197	214
926	77	4
100286979	1	2
400966	4	132
5343	4	1
285074	37	154
102724642	13	3
100616370	0	0
105377638	0	0
105377639	0	0
112597	43	0
100616499	0	0
730268	38	26
5342	9	48
729857	11	1045
51315	438	502
150572	0	0
100616447	0	0
2168	0	0
55258	79	127
344167	0	0
200523	0	0
101928371	0	3
9451	452	733
101928403	12	0
22934	261	257
645784	101	172
100616399	0	0
3514	85022	13801
28946	46	8
28947	37	17
28948	17	2
28949	14	3
28950	12	0
28908	3251	186
28907	21	165
28905	0	0
28929	0	0
28299	1918	1476
28943	251	208
28915	1	8
28942	107	4
28941	238	322
28928	0	0
28914	6350	461
28940	796	92
28939	137	14
28927	0	0
28913	4066	622
28938	1647	75
28937	132	144
28926	0	0
28925	0	0
28912	6287	705
28906	49	3
28936	0	0
28924	0	0
28923	5229	13
28911	0	0
28922	10	1
28935	191	135
28921	1035	37
28920	8	7
28919	215	259
28910	0	0
28934	0	0
28933	286	411
28909	0	0
28932	0	0
28918	0	0
28931	0	5
28917	0	0
28930	1235	246
28916	1	5
105379433	0	0
28878	3	41
28893	262	331
28894	2	0
28896	14	93
28881	29	47
28882	36	1
28883	236	60
28884	0	0
28885	319	0
28870	17	0
28874	385	14
28869	0	0
28900	5	10
28901	23	40
28875	135	37
28902	108	3
28903	57	16
28876	64	12
102724332	0	0
28892	0	0
28891	4	0
28904	5	2
28877	8	0
101060017	0	0
105378957	0	0
105378958	0	0
654342	2	5
645367	0	0
440888	0	0
100133920	0	0
100509620	0	1
90499	1	0
729171	0	115
150483	0	4
442028	0	0
4118	64	9
64969	320	432
84874	234	472
7549	93	28
105373489	6	0
150696	1341	1318
30818	10	2
51011	100	79
653192	0	0
129868	0	0
150759	29	4
400986	60	11512
729234	7	25
150763	45	36
151	3	8
431705	4	67
1844	214	49
56910	1725	935
285033	37	2
55654	1135	156
9391	950	302
23020	2472	4951
150771	29	6
23397	94	137
93082	5	0
10865	164	52
55683	652	710
90342	0	36
81562	163	90
26504	287	324
100422928	0	0
26505	363	110
200539	29	31
51239	38	36
54910	355	284
105373982	0	0
51252	0	0
101927053	0	0
151313	95	87
105373983	1	0
375248	74	3037
100506076	1	0
100506123	0	0
105373498	0	0
57730	40	2064
1329	185	422
10120	562	241
728537	12	0
7535	187	57
23505	1027	1546
200403	3	4
1261	2	0
3631	779	634
493753	237	182
25972	343	312
11320	915	285
101927070	14	0
343990	93	80
80705	43	149
150590	52	44
51601	60	72
129531	169	185
51263	418	248
254773	2	10
129530	2	13
10190	325	162
9669	1282	2123
51455	582	1409
3899	129	88
150577	0	0
164832	48	18
9486	44	39
129521	0	0
79031	231	295
4862	704	1287
101927142	0	0
6160	3396	4868
11138	540	2114
100506286	13	0
55571	607	482
284996	798	708
692205	0	0
100847007	0	0
200407	1	0
731220	5	3
9448	1253	1545
100506328	2	0
7850	98	10
3554	2420	398
8808	17	67
9173	80	16
8809	179	48
8807	80	30
100616157	0	0
389015	40	2
6549	151	125
84804	290	79
130827	96	35
100287010	0	0
150568	0	0
101927360	0	0
284998	0	0
100506421	0	0
5455	0	0
102682016	0	0
102724691	0	0
64965	202	198
101927492	0	0
105373984	0	0
11250	0	2
9392	329	268
100506473	16	0
79074	395	102
2274	990	129
285000	0	0
8440	252	74
84417	7	0
80146	425	213
285189	0	0
653489	10	354
84620	53	3
104326057	0	0
729121	0	0
285190	24	57
60482	56	50
442038	0	6
6819	3	25
151234	0	0
27233	58	8
9648	1121	3244
3987	1437	712
5903	1896	27247
165055	59	129
10913	34	4
100287216	7	2
344558	142	25
100422863	0	0
102724819	0	0
100423027	0	0
729164	0	0
151011	1102	948
65124	625	77
84220	61	265
96626	7	0
100271835	0	0
440895	0	0
440894	22	0
105373985	2	0
105373986	0	0
100422994	0	0
7851	87	91
100616123	0	0
4867	36	119
205251	3	0
100507334	2	0
100847033	0	0
105373551	4	0
151009	56	1
100288570	5	0
100288695	23	0
729540	15	63
699	202	226
55289	188	1381
400997	4	4
10018	494	255
101927260	16	1
100616341	0	0
541471	38	0
105373987	0	0
64682	544	1307
100616165	0	0
10461	226	681
84910	889	1194
129804	39	14
84524	106	177
376940	193	733
727851	48	1879
150465	394	91
84172	369	453
84269	81	8
400999	2	0
6574	683	2142
284958	2	5
150468	51	87
3552	81	65
3553	410	118
27178	0	2
56300	0	2
27179	2	0
27177	2	0
26525	0	0
84639	0	0
3557	445	271
23550	770	560
7849	145	432
654433	320	2
100130100	6	7
150472	216	1657
200350	0	51
103344932	4	0
729468	0	3
654412	0	0
100302128	0	1
375260	64	263
84771	10	35
118433	30	15
11159	52	126
80255	630	763
100616208	0	0
101060091	3	0
10096	3195	2241
100499194	0	2
440900	0	0
57628	0	4
101927591	0	0
389023	0	0
8886	1119	643
54520	515	505
105373988	0	0
51141	384	136
101927709	0	0
2019	0	0
8685	58	4
165257	0	0
55240	278	242
100874111	0	0
130355	50	22
1622	346	593
140738	93	34
6344	0	8
200373	2	14
80775	33	22
101927764	1	0
5775	369	516
57669	220	315
79134	443	96
5899	881	133
105373989	0	0
3625	72	2
84931	0	0
2736	41	8
29842	454	41
23332	571	1476
100151683	0	78
105373990	0	2
254128	39	2
84365	258	157
7247	928	327
129684	0	33
105373602	0	0
2995	234	201
101929926	0	0
274	233	41
339761	20	46
2071	522	871
10746	1060	922
105373606	0	5
100506922	10	0
5624	5	12
100616187	0	0
55677	538	800
4648	17	20
55679	141	32
2840	7	11
84826	184	0
55339	689	1222
5433	289	105
83607	445	296
79595	320	490
56886	1113	1405
9394	899	113
101927881	1	0
151121	0	0
389033	0	0
101927924	0	0
100131320	0	0
84084	7	41
440905	0	10
728378	0	772
285103	0	0
91409	1	2
55627	390	318
80097	9	23
112714	0	3
100189418	0	0
84317	383	48
92856	193	139
26469	905	205
100216479	8	0
646802	0	0
653269	0	7
653275	0	0
646743	0	0
150527	0	0
55997	0	0
653781	3	4
100132708	0	0
344561	0	0
205147	0	0
50649	28	53
130074	1507	129
55041	1644	111
445582	5	27
440910	0	0
150786	5	24
105373619	0	0
389043	0	0
401010	0	10
653784	26	93
113457	2	51
100616378	3	0
150776	150	246
90557	26	18
440915	0	16
101927994	2	0
29798	11	3
408029	0	0
101928067	0	0
554226	0	0
100313824	0	0
646915	0	0
2863	37	73
116372	0	2
344148	39	88
101928185	0	0
101928161	2	0
4249	1364	487
100500878	0	0
81615	288	121
130013	0	19
100847069	1	0
100129961	7	0
905	776	2136
80122	1	11
22930	1028	1995
84083	64	118
23518	422	862
406915	0	4
23190	2458	1710
3938	0	9
100507600	0	0
4175	404	216
1615	1041	1209
101928243	4	0
7852	899	229
80731	4	116
101928273	0	0
3176	1016	607
339745	495	480
11249	0	0
647012	0	0
53353	2	214
102465692	0	0
8942	443	999
55843	231	87
101928386	1	0
79712	291	150
9839	1393	715
100303491	0	0
101928455	0	0
401014	0	0
728773	0	12
92	249	641
5000	351	550
55777	275	2097
26122	545	588
101928526	0	0
3800	270	9
130576	280	149
130574	168	35
27249	961	920
101929231	2	0
390	948	511
101929260	0	0
101929282	0	0
375287	208	91
9111	300	401
101929319	0	0
7130	73	7
100616392	0	0
100616418	0	0
55183	767	3098
4703	23	2527
26225	680	325
785	51	12
10254	679	806
114793	590	597
55660	1543	2158
151188	245	146
56475	10	6
114805	21	58
100144595	0	2
3760	8	0
101929378	31	3
4929	214	701
100189021	0	0
100189208	0	0
2820	743	1569
11227	100	78
57471	11	14
728066	27	68
9595	420	71
130399	6	26
90	434	370
151531	0	4
554201	0	0
130940	13	51
8502	1085	1746
92196	7	56
85461	661	1497
102465535	0	0
151525	97	160
29994	865	5881
643072	24	0
64844	1217	985
9936	0	0
100526664	0	0
4065	347	59
22925	323	1430
3694	1890	2188
100505984	0	0
5937	1264	1220
100616364	0	0
10010	641	1243
101929512	1	0
100996579	2	0
10213	442	447
10716	0	0
285116	76	235
57282	10	1
1803	175	29
101929532	2	0
2641	23	0
2191	348	35
64135	438	228
25801	502	130
90134	0	6
101929570	0	0
55137	83	39
2888	4	15
22837	1384	3950
100337591	1	6
101929633	5	0
151258	45	45
6328	49	105
6326	7	49
80034	45	29
2591	519	1331
100506124	10	2
79809	195	1552
100506134	0	2
102724058	0	0
6323	2	0
101929680	0	0
6335	24	155
6332	81	6
129446	0	0
100874011	0	0
8708	0	0
27347	505	1235
253782	496	330
100616356	0	0
100861402	0	0
115677	66	56
57405	2	2
57818	0	0
8647	4	16
10170	55	10
4036	2	28
129880	45	216
10324	21	12
79675	295	243
9360	989	2148
129881	2	26
493911	43	144
100526832	0	0
151230	0	0
6741	1000	1330
29081	157	244
130507	771	2085
140469	511	117
101929753	2	0
101926913	0	0
440925	0	0
389058	4	4
285141	1	2
2571	17	222
26003	1088	1377
9874	767	1716
79828	247	196
80067	281	1806
79901	2304	123
1781	1343	1280
8604	359	706
8520	402	233
254042	69	64
1745	0	0
1746	0	0
104326193	0	0
3655	2451	5874
5163	510	389
91149	0	0
11069	118	224
51776	1174	85
339751	0	0
83879	119	36
6670	1351	1684
100128905	1	0
29789	677	869
285084	5	0
100131390	0	0
9541	478	624
79634	322	327
151556	228	164
7456	1698	221
440926	558	23
1134	0	44
1123	156	166
1386	750	586
100126350	0	0
518	1034	300
80856	452	383
344191	12	0
3239	39	28
3238	1	8
3237	3	74
3236	31	186
3235	39	44
3234	61	117
100506783	1	0
3232	17	36
406903	0	0
3233	41	98
401022	268	2
102800310	3	0
3231	64	42
102465802	0	0
10651	256	666
100302142	0	0
375295	14	0
102724224	0	0
105373759	6	1
220988	2945	3628
100616394	0	0
4780	2460	1855
100422824	1	0
100130691	25	0
102465255	0	0
8540	845	1697
150737	78	96
92104	94	83
50940	8	10
105373764	0	0
129831	105	74
114880	31	10
101927027	94	0
8575	265	542
494513	26	86
51661	186	51
65977	203	211
100506866	29	3
7273	296	6837
101927055	0	0
285025	14	74
91404	805	1172
151126	11	2
100302172	0	0
57703	448	595
101669767	14	2
10477	654	585
101927156	2	0
100616213	0	0
3676	740	268
375298	44	21
4760	0	0
6744	1306	1098
151242	7	3
5136	116	22
54431	1929	1828
2487	311	47
10787	2406	4231
142679	62	30
129401	104	205
100616305	0	0
105373780	6	0
91752	21	10
101927196	2	1
401024	40	2143
101927217	4	0
55854	803	501
3685	3028	1663
165215	104	99
151112	0	0
10203	662	217
7035	739	279
104355152	0	0
51454	200	80
693146	0	1
116093	1	0
1281	38858	4485
100302219	0	0
100616324	0	0
100500837	0	0
1290	2923	1066
100422908	0	0
84128	499	826
30061	2345	918
54529	490	214
150709	42	382
64172	103	175
101409258	0	2
94101	621	212
5378	243	966
84281	54	98
2660	4	8
26275	563	1689
105373800	0	1
3628	377	340
54842	702	1347
100131211	168	150
105373801	3	0
4664	719	448
2744	1278	685
6772	3757	9856
6775	121	85
4430	1022	733
64859	409	195
729254	0	0
8436	373	26
23671	10	0
64002	0	0
101927406	0	0
101927431	0	0
57181	402	397
56171	20	212
9262	1202	394
57520	79	141
101927482	5	0
284992	9	65
100130452	0	0
9330	480	569
401027	8	22
80055	449	1020
91526	698	456
101927547	2	0
23451	4803	7738
80219	398	157
3329	2390	3896
3336	167	118
100529241	0	0
25843	0	1
130132	73	41
92935	133	20
66037	1	47
5334	109	56
101927619	0	0
23314	52	140
150538	0	0
101927641	0	0
348751	0	2
205327	232	217
129450	156	151
79568	106	89
26010	1027	906
130535	156	246
151246	118	128
316	309	10
344454	1	0
100507140	0	0
101927795	0	0
9689	2064	1058
100873740	0	0
1195	1526	2414
53938	242	199
60491	271	207
4999	248	530
285172	501	315
4709	159	191
8837	1790	972
65072	3	4
843	440	532
841	582	1487
130540	10	49
66008	786	627
55437	152	243
151254	11	54
65062	248	311
58538	2	14
57679	260	888
105373840	0	0
65061	20	9
8324	274	25
100652824	0	11
7341	804	434
51602	608	1169
692110	0	13
100113392	0	0
692058	0	29
659	1972	2994
150864	289	448
130026	58	235
55759	185	319
79800	141	407
65065	568	2530
57404	312	404
10152	683	257
65059	597	1364
940	274	16
1493	82	24
29851	93	59
117583	168	427
8828	488	133
54891	423	849
100329109	29	191
4719	851	1783
1933	2627	1965
26798	0	1
619569	2	14
2825	3	0
101669764	0	0
57683	159	265
8745	53	55
200726	0	0
391475	0	0
130752	3	21
22868	495	904
100422993	0	0
100423002	0	0
130749	7	10
8609	441	103
100423036	0	0
102465835	0	0
101927865	0	0
100302130	0	0
1385	990	363
151194	124	66
151195	273	164
100616361	0	0
7855	98	46
389072	223	291
100507443	0	0
1421	0	0
1420	0	0
1419	0	0
1418	0	0
389073	0	0
3417	5860	2680
100507475	2	0
200576	884	2688
5746	0	0
4133	81	24
285175	2	2
6120	383	620
151050	153	536
101928020	1	10
33	4	24
4632	0	0
102724820	0	4
10314	978	328
1373	24	27
29034	0	0
2066	5	40
100313771	0	0
100616267	0	0
100616472	0	0
22807	1360	1006
100130451	0	3
79582	387	208
100616375	0	0
402117	2	2
100885780	0	0
580	99	184
101928103	6	0
26154	9	336
471	625	1325
2335	10148	1854
102724849	0	0
646324	2	0
55686	173	68
55825	39	55
92691	4	5
7520	4270	3868
150967	45	0
57574	0	0
50485	282	631
6168	2404	3040
101928232	0	0
3485	281	10
3488	8329	8
7141	0	0
101928327	0	0
729582	12	0
7145	2555	276
102465485	0	2
285180	5	12
3580	16	15
3579	386	2
3577	233	0
10109	4301	4272
100189253	0	1
151306	11	48
14	687	483
25953	412	144
64114	2375	1108
102465256	0	3
103689911	0	0
102466197	0	0
375307	3	2
101928513	0	0
6556	143	29
58190	1003	171
407017	0	1
7429	0	9
57695	333	327
9125	377	467
84812	41	56
7701	256	314
617	205	231
64320	156	81
27148	243	501
9654	172	491
1593	419	20
53632	0	18
103504730	0	0
7475	5	20
80326	58	88
101928537	0	0
8941	0	0
151300	0	0
54738	0	0
1412	0	0
494324	0	0
100129175	0	0
255101	0	0
3549	0	0
100422957	0	0
79840	116	52
151295	7	57
27013	613	199
79137	1014	379
130617	212	113
10058	139	146
79065	466	274
55139	378	377
79411	108	94
8576	243	62
7277	368	148
80086	3	8
3300	504	213
5798	50	0
406944	0	0
389075	1	0
23549	478	262
1674	3488	32
10290	78	41
100996693	4	0
29926	217	79
55515	0	0
79586	283	48
130612	36	17
100423039	0	0
23363	421	426
3623	0	5
114790	198	260
6508	32	25
101928639	0	0
100422959	0	0
2043	172	213
5077	0	0
151278	0	0
130367	613	301
10056	267	629
116255	0	0
2181	1371	1243
23704	55	10
7857	5	4
130340	344	109
57590	1036	555
65080	345	127
5270	1262	12
79843	50	2
8452	1138	1529
55619	638	548
100616207	0	0
57624	61	10
646736	0	0
100847053	0	0
3667	874	1021
84236	466	173
1286	128	91
1285	74	178
654841	11	0
56947	443	549
79853	0	2
100847081	0	0
3267	1020	1122
56918	3	0
80704	28	2
6364	589	38
164781	0	0
80309	0	0
55022	187	14
92737	0	2
9320	2723	4522
130888	44	24
151473	88	16
3431	495	967
11262	218	115
93349	281	1011
6672	1456	2250
151475	3	0
51719	1840	386
81618	1935	404
151484	0	0
9290	25	10
348761	0	0
130560	0	0
257407	18	0
5707	877	1387
3357	44	366
80210	201	221
100616317	0	0
93010	29	20
105373926	1	0
4691	4846	5818
654321	1	103
6082	1	4
25826	0	12
151477	0	8
10316	27	2
165100	0	0
5757	5782	6654
100302285	0	0
5147	116	51
64708	312	222
100302126	0	0
4880	0	0
129563	190	793
693147	0	8
250	0	0
347694	3	0
251	0	0
248	0	0
9427	6	2
646960	0	0
1144	0	35
1146	1	49
200765	25	46
9470	583	269
100847037	0	0
80303	69	3
26058	942	2292
3769	1	327
389084	1	0
25791	3	3
4759	0	0
3635	733	877
55054	325	315
677775	0	3908
677772	0	583
6295	0	0
8527	342	259
55230	712	999
54576	78	1026
54575	4	3257
54600	0	1880
54577	1	2734
54578	1081	1639
54579	1	590
54657	0	704
54659	2	607
414061	1	0
100286922	0	0
54658	19	1102
339766	21	315
55355	61	234
151507	95	57
79054	4	1
6694	0	0
10123	779	38
23677	421	207
116987	257	618
2637	0	0
401036	0	0
79781	82	320
57007	303	80
105373991	8	0
93463	0	0
10920	485	200
1293	11797	3090
105373957	2	0
79083	354	1594
102465486	0	2
51052	0	0
64284	116	46
9208	2095	5522
375316	13	62
10267	54	3
140739	171	84
100533179	0	0
51540	0	0
339768	8	2
377007	9	12
151176	14	9
80895	164	306
151174	8	0
643387	0	0
55502	4	2
8864	201	592
26146	215	349
51665	296	53
151171	0	0
100287387	6	0
117581	16	0
401039	0	0
9759	196	254
100616397	1	0
100616493	0	0
85009	0	0
100423043	0	0
100616360	0	0
401040	0	0
150935	0	0
101927147	0	0
100616417	0	0
4705	688	1122
389090	0	2
643905	0	0
150681	3	0
150678	73	27
150677	0	0
2817	246	211
100130449	29	45
406941	0	1
51281	79	255
285193	11	0
57140	503	280
101752400	26	0
11132	111	75
2859	21	19
653437	0	0
375318	0	0
547	7	2
189	0	0
79919	21	0
728763	4	0
200772	0	0
25992	123	30
130916	316	288
23178	170	676
5510	502	295
50636	12	20
3069	5077	3814
101927509	10	1
4735	5562	2143
9855	253	752
100422942	0	0
10494	605	261
100379249	0	0
666	156	8
51078	289	140
23192	280	353
1841	95	67
84289	199	112
728294	138	219
64090	0	0
129807	0	0
5133	2	0
285093	0	0
101927289	5	0
285095	0	0
102723927	0	0
728323	25	86
245938	0	0
81623	0	5
140850	0	0
245939	0	0
140881	0	0
400830	0	0
140680	95	146
85364	240	22
100507459	55	2
6666	95	28
80023	179	18
57761	61	8
10616	445	284
128637	739	142
1457	1314	1885
6939	2	4
140809	328	57
85508	0	0
113278	89	176
83541	71	19
51378	4	0
343637	0	6
105372493	0	0
9491	760	412
55321	29	15
400831	2	2
642636	0	6
9751	66	19
100528031	0	0
27111	0	0
100507495	15	2
2280	2040	553
102465524	0	0
55968	514	438
284759	85	12
128646	1	2
10326	78	16
55423	60	10
101929010	0	0
100289473	0	0
140885	797	105
727993	0	0
5173	0	0
140901	464	226
388780	0	0
7053	10	2
343641	0	0
6628	679	191
100113378	0	0
79175	95	145
117532	2	2
10528	681	912
100302138	0	0
692213	4	16
677831	1	65
692201	0	0
26793	1	16
26792	5	6
3420	494	751
57593	86	90
56265	451	20
128653	0	0
100288797	0	0
64773	335	468
64601	241	181
5786	969	1789
2797	1	2
64949	132	47
101929098	1	0
5020	0	2
551	0	0
100134015	2	1
22888	71	129
60493	237	223
9762	102	8
65992	200	175
3704	171	472
83959	140	629
25943	581	1036
8455	1341	1011
64096	0	0
80332	262	10
6614	243	40
116835	49	2
54976	91	16
25876	0	0
1059	395	83
994	404	101
101929125	1	0
55317	81	16
57506	1210	603
80025	288	901
406896	0	0
100302282	0	0
11237	263	32
54498	96	13
728228	0	0
146	4	2
5621	1445	792
23627	33	0
149830	0	0
9770	1220	64
9962	2907	956
29058	1459	252
5111	532	247
100302739	0	0
8760	795	524
128674	0	3
728283	0	0
100507629	0	0
643406	1	0
149837	36	20
101929207	0	0
56261	512	543
149840	39	8
1114	1	6
51605	198	345
84515	110	224
101929225	1	0
54675	312	264
164312	2	3
55612	539	1304
101929244	0	0
650	311	62
101929265	0	0
101929312	0	0
102465865	0	0
54363	0	0
56255	957	188
23236	304	1211
26767	0	0
5332	151	323
101929329	0	0
24141	21	0
57144	2	0
101929371	0	0
100131208	2	0
63926	108	147
6616	33	5
8195	357	329
128710	80	131
182	1116	2969
102465525	1	5
101929395	0	0
101929413	0	0
339593	0	0
728450	0	0
22903	580	325
101929486	0	0
102606466	0	0
100505515	0	0
55304	138	106
140862	13	89
100505536	0	0
55617	107	416
51575	324	664
79133	62	790
80343	0	0
140733	346	217
23767	1014	296
140848	0	0
100379174	0	0
613266	66	14
55614	452	723
6629	398	311
56914	2	1
5126	16	0
631	10	18
11034	3561	975
6238	1294	711
140836	0	0
27131	1077	979
692086	1	2471
92667	260	240
58495	35	31
100303755	5	1
57325	131	255
7692	149	121
440757	0	0
55184	47	113
10621	120	114
100422875	0	0
10741	373	17
10483	654	1184
388789	180	276
92675	186	188
101929526	0	0
29075	0	0
100270804	18	0
100128496	0	0
140856	0	2
57419	178	40
100130264	0	0
54453	704	726
51126	376	442
51340	425	467
26074	1	1
3642	9	0
57186	1542	5168
55857	230	486
101929591	1	0
22803	1461	2646
644524	0	0
4821	0	2
101929625	0	0
101929608	0	0
5075	0	0
100270679	0	0
101929663	0	0
284788	0	0
140828	4	0
3170	0	0
101929685	0	0
6754	0	0
7056	295	142
22918	1775	78
200261	0	0
29107	73	52
100505683	0	0
64412	208	75
63908	160	117
128817	0	2
140880	0	0
10047	0	0
164380	0	0
128821	0	0
128822	0	0
1471	1088	621
1472	2	2
1469	1	2
1470	1	2
1473	0	0
92086	0	0
400839	0	0
105372585	0	0
79953	12	0
8530	103	20
57136	1170	326
84532	522	134
30813	2	2
284798	0	0
101926889	0	0
955	402	246
5834	761	380
26090	442	1413
9837	86	40
22981	84	84
140838	111	22
102724826	5	0
26152	187	444
728882	0	0
101926935	2	0
101926955	0	0
100134868	5	0
284800	0	0
149934	0	0
284801	0	0
724033	0	0
100289097	166	433
102723316	0	4
647476	0	0
102723390	53	18
284802	129	440
140678	1	2
245929	0	0
245930	0	0
117285	0	0
245932	0	0
245934	0	0
245935	0	0
245936	0	0
245937	1	0
28954	17	4
140875	2	0
81502	795	762
100101490	23	31
100874042	2	1
3397	624	365
100422904	0	2
84701	11	22
598	826	204
22974	186	297
85366	2	0
2307	13	6
128853	2	2
164395	4	5
81572	130	50
343702	0	0
140706	31	1
3055	432	29
9777	872	557
128854	23	22
5326	303	88
23509	666	111
100302183	0	0
9371	812	363
171023	798	4003
140688	385	175
101929698	4	6
149950	0	0
284805	1	2
149951	372	150
1789	56	248
22919	1449	537
388795	10	16
140732	0	0
80341	0	0
128859	0	0
359710	0	0
149954	0	0
105372714	0	0
140683	0	2
317716	0	0
128861	0	0
51297	29	0
92747	209	67
51654	167	205
6640	93	55
9139	383	295
63941	86	65
128864	0	2
170487	4	3
1869	30	4
11264	233	33
84905	45	53
101929746	1	0
128866	1143	2049
101926888	12	0
22913	707	213
100616434	0	0
8894	1143	1253
434	0	0
191	887	295
83737	1175	4257
693229	0	103
83658	575	302
84557	19	30
128869	170	221
58476	306	37
23054	626	1838
128872	0	0
2686	164	131
55902	207	238
2937	369	605
57644	5	89
574501	0	0
100616134	0	0
26133	983	1154
55741	291	182
10544	134	62
10893	10	73
101410538	6	0
3692	721	322
140846	0	0
128876	17	31
55245	282	313
8200	0	0
100302125	0	0
11190	314	425
140873	0	0
51614	1529	1302
80307	1167	2422
6676	123	117
8904	914	922
10137	853	1134
9054	175	167
140823	69	102
9584	2623	5057
51230	620	429
51282	48	7
140894	0	2
647979	6086	113
2036	888	3651
25980	339	152
22839	510	302
101926987	1	0
10398	2019	81
60436	274	26
100527943	0	0
55969	9	11
84174	73	38
57446	428	201
79980	136	114
140710	209	147
140711	410	3
25939	1546	1409
5933	164	236
140699	6	29
6185	2753	4513
2691	0	1
63905	343	57
6714	1174	300
10904	1133	269
4826	17	41
100861522	0	0
100287792	0	0
56259	325	251
128434	3	0
9675	256	616
58490	452	158
7052	4069	275
85449	54	2
149684	2	0
671	0	2
3929	21	0
388796	40	0
26776	0	126
26777	0	35
677839	0	16
677840	0	141
128439	41	0
677821	1	6
677837	0	64
57148	1392	2535
100616190	0	0
149685	0	0
343578	25	60
140679	0	0
79913	146	73
26051	654	35
81610	256	115
60625	135	246
339568	0	0
100505663	0	0
9935	333	16
7150	1261	1370
101927117	1	7
5335	829	845
102466912	0	0
23051	404	175
64900	243	310
90187	4	4
84181	959	2920
11122	0	0
101927159	0	0
6431	2102	1529
26013	38	199
10110	8	10
51098	253	254
4605	153	99
149699	0	0
84969	44	10
57158	79	4
51526	348	188
100505783	74	0
78997	0	11
128486	17	24
140902	0	0
3172	0	6
101927219	0	0
100500813	0	0
101927242	0	0
140834	0	0
79183	336	73
10955	1782	1256
11142	404	63
100	108	200
79015	0	0
8839	69	0
60598	4	0
140730	5	0
7529	4592	737
80336	149	380
10953	325	84
100505826	4	0
6789	1133	645
3787	0	2
149708	1	0
128488	0	0
5266	31	4
